date,feed_id,feed_name,integration_type,vertical,owner,event_count,expected_events,minutes_late,sla_minutes,duplicate_rate,baseline_duplicate_rate,schema_drift_fields,malformed_payload_rate,payout_variance_usd,data_gap_rate,impacted_customers,source_error_score,integration_error_score,severity_score,severity_band,issue_type,likely_owner,anomaly_reason,status
"2026-05-07","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",102175,100367,12,15,0.0122,0.011,1,0.0031,36,0,20,1,3,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",67014,67256,10,10,0.0064,0.008,1,0.0012,-499,0.0036,12,0,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",55679,53805,219,360,0.006,0.006,1,0.0065,1592,0,10,3,3,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",132803,132443,25,30,0.008,0.01,0,0.0036,827,0,33,2,3,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",163186,161415,13,20,0.0125,0.013,1,0.0043,-475,0,25,1,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",75659,75534,9,10,0.0057,0.007,0,0.0027,-901,0,13,2,1,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",112366,114853,175,300,0.0142,0.014,0,0.0024,268,0.0217,18,0,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-07","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",95688,91055,16,20,0.0099,0.009,1,0.0028,1069,0,14,2,0,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",180036,177613,13,20,0.0116,0.012,0,0.0036,1694,0,24,3,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",243412,233600,245,240,0.0154,0.018,0,0.0041,-50,0,47,1,1,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",92916,93633,7,15,0.015,0.011,0,0.0043,-68,0.0077,15,1,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",61492,62744,9,10,0.0109,0.008,0,0.0014,-454,0.02,10,1,2,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",47140,50195,512,360,0.0107,0.006,0,0.0018,-565,0.0609,11,1,1,45,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",126322,123557,25,30,0.0104,0.01,0,0.0033,-108,0,32,3,3,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",147833,150585,11,20,0.0142,0.013,0,0.0042,1333,0.0183,26,2,2,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",70730,70466,9,10,0.0042,0.007,4,0.0032,420,0,15,1,2,42,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",107454,107147,233,300,0.0132,0.014,0,0.0039,75,0,16,2,1,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-08","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",87959,84945,14,20,0.0073,0.009,1,0.0016,-772,0,13,2,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",166167,169649,14,20,0.0135,0.012,0,0.0026,1870,0.0205,24,1,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",221779,223125,208,240,0.0169,0.018,1,0.0042,-58,0.006,40,2,0,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",92534,89435,14,15,0.0086,0.011,0,0.0053,-426,0,18,0,1,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",60081,59930,7,10,0.0088,0.008,0,0.0062,281,0,10,1,3,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",46311,47944,316,360,0.0077,0.006,1,0.0029,91,0.0341,8,1,1,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",116097,118017,25,30,0.0091,0.01,0,0.0032,304,0.0163,28,0,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",149037,143833,9,20,0.0134,0.013,2,0.0044,-998,0,31,2,3,35,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",68202,67306,7,10,0.0102,0.007,1,0.0047,-12,0,16,2,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",100463,102343,174,300,0.0168,0.014,1,0.0025,21,0.0184,22,1,3,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-09","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",78116,81137,16,20,0.0085,0.009,1,0.0027,494,0.0372,18,0,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",170674,172491,17,20,0.0125,0.012,1,0.0023,-2000,0.0105,27,1,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",232508,226864,254,240,0.02,0.018,0,0.0034,1321,0,38,1,0,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",89351,90933,13,15,0.0115,0.011,2,0.0017,-307,0.0174,17,3,1,34,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",57480,60934,9,10,0.0103,0.008,4,0.0048,876,0.0567,15,3,1,51,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",49197,48748,257,360,0.0084,0.006,3,0.0018,-1392,0,11,2,3,40,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",121663,119994,27,30,0.0089,0.01,1,0.0024,1583,0,34,0,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",142665,146243,18,20,0.0123,0.013,0,0.0038,-321,0.0245,31,1,3,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",69196,68434,5,10,0.0058,0.007,0,0.0013,-746,0,11,2,3,23,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",106084,104057,266,300,0.0125,0.014,0,0.0012,-120,0,19,2,1,23,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-10","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",79803,82496,19,20,0.0114,0.009,1,0.0009,-722,0.0326,18,3,1,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",185141,184000,18,20,0.012,0.012,1,0.0043,272,0,27,2,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",245352,242000,223,240,0.017,0.018,0,0.0014,1419,0,37,2,2,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",94360,97000,12,15,0.0087,0.011,0,0.019,19300,0.0272,27,1,7,54,"Low","Payout reconciliation gap","Integration logic","payout variance","Healthy"
"2026-05-11","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",63818,65000,5,10,0.0045,0.008,1,0.0022,-2185,0.0182,10,2,3,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",52703,52000,222,360,0.0083,0.006,1,0.0031,114,0,8,0,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",131420,128000,19,30,0.0079,0.01,0,0.0044,643,0,30,1,3,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",150833,156000,17,20,0.0124,0.013,0,0.0024,831,0.0331,32,3,3,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",71577,73000,6,10,0.0087,0.007,3,0.0024,1055,0.0195,17,2,2,41,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",116339,111000,273,300,0.0143,0.014,1,0.0015,986,0,18,3,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-11","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",85619,88000,16,20,0.0099,0.009,1,0.0012,-1968,0.0271,15,3,3,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",195978,195509,17,20,0.012,0.012,1,0.0015,774,0,26,2,0,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",255549,257136,241,240,0.019,0.018,0,0.0018,-1495,0.0062,42,1,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",102258,103067,15,15,0.0108,0.011,1,0.0025,1440,0.0078,18,3,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",51109,69066,64,10,0.0068,0.008,3,0.0055,-882,0.26,23,8,2,93,"High","Freshness or missing data","Source data","late beyond SLA, event-count gap","Open"
"2026-05-12","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",55899,55252,347,360,0.0078,0.006,1,0.0016,-76,0,8,2,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",134257,136006,22,30,0.013,0.01,0,0.0063,270,0.0129,30,0,0,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",166567,165757,11,20,0.0135,0.013,3,0.0001,-2214,0,31,2,2,38,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",78258,77566,5,10,0.0084,0.007,1,0.0044,415,0,11,3,3,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",115228,117943,269,300,0.0163,0.014,1,0.0032,1172,0.023,25,3,2,34,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-12","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",94150,93504,17,20,0.0085,0.009,3,0.0037,-249,0,19,3,1,38,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",199395,198351,16,20,0.011,0.012,14,0.037,849,0,45,2,8,69,"Medium","Schema or payload drift","Integration logic","schema drift, malformed payloads","Watch"
"2026-05-13","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",258866,260875,133,240,0.0186,0.018,0,0.0028,335,0.0077,46,1,3,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",103823,104565,10,15,0.0097,0.011,3,0.0022,130,0.0071,21,1,2,37,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",70326,70070,9,10,0.0115,0.008,0,0.0034,-158,0,11,1,2,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",55556,56056,275,360,0.0026,0.006,0,0.006,-399,0.0089,7,2,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",135496,137983,17,30,0.0141,0.01,1,0.0039,1953,0.018,35,1,2,36,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",171043,168167,19,20,0.039,0.013,1,0.0028,13200,0,44,2,8,66,"Medium","Duplicate conversion replay","Integration logic","duplicate lift, payout variance","Watch"
"2026-05-13","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",80898,78694,10,10,0.0074,0.007,1,0.003,1778,0,12,2,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",117430,119657,148,300,0.0125,0.014,0,0.0024,-1908,0.0186,22,1,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-13","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",94630,94863,26,20,0.0117,0.009,1,0.0068,909,0.0025,17,2,2,42,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",188220,190387,14,20,0.0127,0.012,1,0.0032,490,0.0114,25,2,3,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",246213,250400,195,240,0.046,0.018,0,0.0013,27800,0.0167,85,1,9,74,"Medium","Duplicate conversion replay","Integration logic","duplicate lift, payout variance","Watch"
"2026-05-14","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",100991,100367,16,15,0.013,0.011,0,0.0055,321,0,18,1,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",66066,67256,8,10,0.0107,0.008,0,0.005,-1488,0.0177,11,2,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",55555,53805,196,360,0.0066,0.006,0,0.0035,-965,0,7,2,3,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",133207,132443,26,30,0.0098,0.01,1,0.0025,1773,0,32,1,0,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",162303,161415,13,20,0.0113,0.013,4,0.0015,385,0,32,3,3,41,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",77172,75534,5,10,0.0094,0.007,0,0.0026,200,0,12,1,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",115544,114853,294,300,0.0135,0.014,1,0.0054,249,0,21,2,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-14","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",93904,91055,12,20,0.0102,0.009,0,0.0027,-985,0,15,2,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",175181,177613,18,20,0.0126,0.012,1,0.0015,-1067,0.0137,25,1,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",230118,233600,201,240,0.0168,0.018,0,0.0006,115,0.0149,47,1,0,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",96361,93633,9,15,0.0091,0.011,0,0.0046,1916,0,16,3,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",62376,62744,8,10,0.0095,0.008,3,0.0058,-774,0.0059,12,2,2,41,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",48949,50195,316,360,0.0093,0.006,0,0.003,825,0.0248,9,1,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",124293,123557,26,30,0.01,0.01,0,0.0045,953,0,32,0,3,25,"Low","Baseline variation","Integration logic","within control band","Healthy"
"2026-05-15","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",147627,150585,12,20,0.0115,0.013,1,0.0019,-23,0.0196,28,1,3,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",69898,70466,6,10,0.0068,0.007,1,0.0038,-624,0.0081,12,2,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-15","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",87861,107147,690,300,0.0094,0.014,2,0.0031,674,0.18,39,7,1,81,"High","Freshness or missing data","Source data","late beyond SLA, event-count gap","Open"
"2026-05-15","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",85147,84945,10,20,0.0082,0.009,1,0.0044,-961,0,18,0,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",173934,169649,13,20,0.0106,0.012,1,0.0009,1149,0,28,3,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",220385,223125,128,240,0.0189,0.018,0,0.0027,-102,0.0123,47,1,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",88642,89435,10,15,0.012,0.011,1,0.0014,-1303,0.0089,21,2,3,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",58622,59930,7,10,0.0059,0.008,1,0.0041,1447,0.0218,10,2,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",47153,47944,304,360,0.002,0.006,1,0.0018,156,0.0165,8,1,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",118890,118017,27,30,0.0098,0.01,0,0.0034,977,0,34,3,3,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",146316,143833,18,20,0.014,0.013,1,0.0021,-554,0,29,2,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",69441,67306,8,10,0.0104,0.007,4,0.0028,588,0,18,1,1,45,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",105141,102343,176,300,0.016,0.014,3,0.002,-51,0,26,3,3,39,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-16","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",79452,81137,13,20,0.008,0.009,0,0.0025,865,0.0208,17,2,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",178033,172491,21,20,0.0086,0.012,0,0.0009,-1743,0,25,2,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",224005,226864,210,240,0.0167,0.018,1,0.0045,-64,0.0126,52,1,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",90190,90933,9,15,0.0125,0.011,1,0.0056,-328,0.0082,20,1,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",60842,60934,7,10,0.0058,0.008,4,0.0029,419,0.0015,14,1,0,42,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",49577,48748,282,360,0.005,0.006,0,0.0013,1701,0,8,0,2,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",114224,119994,19,30,0.0123,0.01,0,0.0042,-310,0.0481,33,2,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",148439,146243,18,20,0.0122,0.013,3,0.0038,-378,0,34,2,0,38,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",67653,68434,9,10,0.0064,0.007,1,0.003,1386,0.0114,12,1,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",105537,104057,277,300,0.016,0.014,0,0.006,744,0,22,2,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-17","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",85427,82496,14,20,0.0069,0.009,1,0.0032,833,0,17,2,3,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
